Search keyword
All time
Account name,Customer ID,Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Month,Clicks,Impr.,CTR,Avg. CPC,Avg. CPC (Converted currency),Cost,Cost (Converted currency),Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Cost / conv. (Converted currency),Conv. rate,Avg. CPM (Converted currency),Revenue,Converted currency code
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Exact match,Search,5.11,MXN,0,January 2021,107,258,41.47%,2.90, --,309.81, --,56.68%,93.52%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tiendas tacticas,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2022,107,965,11.09%,1.85, --,197.54, --,27.70%,57.77%,5.00,0,39.51, --,4.67%, --,399.20,MXN
Risk Top Tactical,716-310-8729,tiendas tacticas,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2023,107,731,14.64%,1.29, --,138.22, --,28.52%,46.48%,2.00,0,69.11, --,1.87%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,June 2021,107,694,15.42%,2.33, --,249.73, --,25.51%,67.87%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,January 2022,107,455,23.52%,1.69, --,181.00, --,43.06%,88.10%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,March 2022,107,308,34.74%,2.20, --,234.97, --,83.22%,93.15%,3.00,0,78.32, --,2.80%, --,2517.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,May 2024,107,240,44.58%,1.61, --,172.61, --,81.73%,92.39%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,September 2021,106,711,14.91%,1.48, --,156.59, --,32.54%,78.04%,6.00,0,26.10, --,5.66%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco tactico 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2022,106,817,12.97%,1.31, --,139.18, --,53.29%,80.90%,4.00,0,34.80, --,3.77%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda tactica 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2021,106,608,17.43%,2.51, --,266.08, --,43.81%,78.50%,1.00,0,266.08, --,0.94%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,July 2021,106,656,16.16%,1.76, --,186.58, --,31.44%,74.92%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,August 2025,106,833,12.73%,3.53, --,374.49, --,51.30%,82.38%,4.06,0,92.27, --,3.83%, --,999.60,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,December 2025,106,565,18.76%,4.25, --,450.27, --,58.33%,90.71%,43.43,0,10.37, --,40.97%, --,1548.19,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,March 2022,106,252,42.06%,2.19, --,231.75, --,81.46%,90.24%,4.00,0,57.94, --,3.77%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2023,106,256,41.41%,2.02, --,213.90, --,82.46%,91.94%,3.00,0,71.30, --,2.83%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,June 2024,106,249,42.57%,1.56, --,165.30, --,70.83%,87.50%,0.93,0,178.25, --,0.87%, --,2065.61,MXN
Risk Top Tactical,716-310-8729,5 11,Eligible,,Broad match,Search,5.11,MXN,40.00,April 2026,105,708,14.83%,4.11, --,431.64, --,68.87%,86.28%,0.89,0,484.93, --,0.85%, --,3559.56,MXN
Risk Top Tactical,716-310-8729,511 mexico,Removed,removed,Broad match,Search,5.11,MXN,0,June 2021,105,497,21.13%,1.11, --,116.31, --,33.10%,70.95%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 511 ciudad de mexico,Eligible,,Phrase match,Ubicaciones,CDMX,MXN,40.00,January 2026,105,"1,021",10.28%,1.50, --,157.36, --,38.14%,79.90%,27.00,0,5.83, --,25.71%, --,5992.02,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,September 2024,105,413,25.42%,2.16, --,226.81, --,55.00%,80.71%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,February 2023,104,500,20.80%,2.03, --,211.27, --,54.23%,86.21%,4.00,0,52.82, --,3.85%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,July 2025,104,"1,003",10.37%,5.00, --,520.36, --,50.29%,84.48%,3.00,0,173.45, --,2.88%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,December 2024,104,590,17.63%,1.54, --,160.44, --,58.02%,72.14%,4.00,0,40.11, --,3.85%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,May 2025,104,721,14.42%,1.97, --,204.70, --,63.85%,88.26%,1.00,0,204.70, --,0.96%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Exact match,Ubicaciones,Monterrey,MXN,0,April 2021,104,222,46.85%,1.71, --,177.39, --,45.79%,94.86%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,camisa 5.11,Eligible,,Broad match,Search,Camisas 5.11,MXN,40.00,March 2026,104,672,15.48%,2.98, --,310.41, --,69.10%,95.20%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,November 2022,103,"1,839",5.60%,1.38, --,141.71, --,22.43%,39.97%,5.00,0,28.34, --,4.85%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2022,103,369,27.91%,0.93, --,96.01, --,63.93%,94.13%,1.00,0,96.01, --,0.97%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,April 2023,103,619,16.64%,2.33, --,239.77, --,52.59%,75.10%,6.00,0,39.96, --,5.83%, --,790.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,September 2021,103,441,23.36%,2.98, --,307.07, --,44.01%,86.55%,3.00,0,102.36, --,2.91%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,June 2025,103,672,15.33%,3.61, --,372.15, --,57.67%,92.09%,5.50,0,67.66, --,5.34%, --,4192.01,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,April 2023,102,"2,895",3.52%,1.49, --,151.90, --,13.28%,32.77%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,March 2022,102,283,36.04%,2.11, --,215.28, --,77.73%,92.58%,2.00,0,107.64, --,1.96%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,May 2025,102,389,26.22%,1.20, --,121.98, --,55.87%,90.50%,2.00,0,60.99, --,1.96%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risk 5.11,Eligible,,Broad match,Search,Risk,MXN,15.00,October 2024,102,242,42.15%,2.53, --,257.69, --,78.16%,88.35%,1.00,0,257.69, --,0.98%, --,1678.02,MXN
Risk Top Tactical,716-310-8729,tienda tactica 5.11,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,July 2022,101,640,15.78%,1.59, --,160.65, --,53.47%,80.21%,2.00,0,80.33, --,1.98%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,December 2024,101,313,32.27%,1.39, --,140.07, --,62.08%,77.92%,5.00,0,28.01, --,4.95%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2025,100,419,23.87%,6.19, --,618.90, --,60.30%,89.51%,14.36,0,43.09, --,14.36%, --,0.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,December 2022,100,"2,081",4.81%,1.71, --,171.21, --,22.58%,46.68%,1.00,0,171.21, --,1.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2023,100,269,37.17%,2.13, --,212.60, --,76.70%,94.66%,2.00,0,106.30, --,2.00%, --,2791.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2022,99,833,11.88%,2.01, --,199.17, --,30.34%,59.22%,2.00,0,99.59, --,2.02%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2022,99,784,12.63%,2.08, --,206.17, --,49.55%,84.52%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tienda en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,September 2022,99,325,30.46%,1.42, --,140.91, --,68.08%,96.42%,1.00,0,140.91, --,1.01%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,January 2025,99,837,11.83%,1.78, --,176.24, --,50.32%,67.31%,2.39,0,73.73, --,2.41%, --,1815.42,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,October 2021,99,224,44.20%,2.33, --,230.48, --,75.14%,84.75%,6.00,0,38.41, --,6.06%, --,1499.00,MXN
Risk Top Tactical,716-310-8729,511,Eligible,,Broad match,Search,5.11,MXN,40.00,January 2026,98,482,20.33%,5.08, --,498.25, --,72.30%,86.69%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5 11,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2026,98,604,16.23%,5.07, --,496.71, --,65.97%,86.75%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2025,98,388,25.26%,4.16, --,407.79, --,35.01%,42.44%,1.00,0,407.79, --,1.02%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical mexico,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,July 2022,98,700,14.00%,2.09, --,205.19, --,52.88%,81.50%,3.00,0,68.40, --,3.06%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risk 5.11,Eligible,,Broad match,Search,Risk,MXN,15.00,March 2025,98,302,32.45%,3.01, --,295.13, --,51.06%,59.57%,3.00,0,98.38, --,3.06%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical,Eligible,,Broad match,Search,5.11,MXN,40.00,December 2025,97,233,41.63%,2.53, --,245.85, --,83.16%,97.37%,2.00,0,122.92, --,2.06%, --,4099.02,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,January 2023,97,"3,106",3.12%,1.19, --,115.34, --,15.22%,36.60%,4.00,0,28.84, --,4.12%, --,8150.00,MXN
Risk Top Tactical,716-310-8729,ropa 5.11 tactical en mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,May 2022,97,666,14.56%,1.50, --,145.41, --,26.34%,59.78%,1.00,0,145.41, --,1.03%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Eligible,,Phrase match,Ubicaciones,Merida,MXN,40.00,March 2026,97,354,27.40%,1.42, --,137.45, --,66.67%,82.61%,38.00,0,3.62, --,39.18%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,August 2022,97,213,45.54%,2.70, --,262.10, --,91.01%,96.07%,7.00,0,37.44, --,7.22%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,February 2026,97,295,32.88%,3.21, --,311.74, --,83.24%,93.06%,10.00,0,31.17, --,10.31%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 en linea,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,March 2023,96,343,27.99%,2.60, --,249.22, --,69.85%,92.28%,1.00,0,249.22, --,1.04%, --,1099.00,MXN
Risk Top Tactical,716-310-8729,productos tacticos mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,May 2024,96,574,16.72%,0.80, --,76.70, --,19.78%,41.21%,0.28,0,272.16, --,0.29%, --,554.96,MXN
Risk Top Tactical,716-310-8729,tiendas 5.11 en cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,October 2021,96,478,20.08%,3.01, --,289.03, --,52.42%,71.50%,1.00,0,289.03, --,1.04%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,November 2025,96,299,32.11%,3.37, --,323.42, --,68.31%,96.71%,38.23,0,8.46, --,39.83%, --,3855.03,MXN
Risk Top Tactical,716-310-8729,5.11 tactical series,Removed,removed,Exact match,Search,5.11,MXN,0,March 2021,95,333,28.53%,2.19, --,207.83, --,62.77%,95.08%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,August 2025,95,"1,642",5.79%,1.25, --,118.61, --,22.79%,70.96%,0.09,0,1379.91, --,0.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,pantalon 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,June 2025,95,984,9.65%,2.18, --,206.65, --,51.34%,85.79%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,February 2025,95,786,12.09%,1.72, --,163.01, --,28.67%,46.85%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,March 2025,95,822,11.56%,1.50, --,142.48, --,21.82%,44.92%,1.00,0,142.48, --,1.05%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,July 2022,95,179,53.07%,1.80, --,170.75, --,92.07%,94.51%,4.00,0,42.69, --,4.21%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,January 2023,95,236,40.25%,2.39, --,227.33, --,76.41%,94.36%,6.00,0,37.89, --,6.32%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risk tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,August 2025,95,247,38.46%,4.43, --,420.92, --,88.44%,94.22%,14.09,0,29.87, --,14.83%, --,1417.73,MXN
Risk Top Tactical,716-310-8729,511 tactical mexico,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,November 2021,94,653,14.40%,2.65, --,249.55, --,44.64%,74.46%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 511,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,June 2021,94,545,17.25%,2.17, --,204.29, --,28.77%,73.84%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,May 2024,94,268,35.07%,2.31, --,217.43, --,69.04%,86.80%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,April 2023,94,201,46.77%,1.79, --,168.09, --,76.74%,90.70%,1.00,0,168.09, --,1.06%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,February 2023,94,203,46.31%,1.47, --,138.23, --,84.97%,93.06%,7.00,0,19.75, --,7.45%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risktactical,Eligible,,Broad match,Search,Risk,MXN,15.00,March 2026,94,489,19.22%,1.29, --,121.59, --,55.08%,86.63%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,February 2022,93,288,32.29%,2.23, --,207.00, --,72.41%,89.27%,1.00,0,207.00, --,1.08%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,May 2025,93,832,11.18%,2.54, --,236.50, --,51.62%,81.49%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,April 2022,93,274,33.94%,1.76, --,163.94, --,81.27%,96.41%,3.00,0,54.65, --,3.23%, --,7154.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,December 2024,93,161,57.76%,1.57, --,146.16, --,77.24%,83.45%,5.00,0,29.23, --,5.38%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chamarra 5.11,Eligible,,Broad match,Search,Chamarra 5.11,MXN,40.00,January 2026,93,518,17.95%,1.67, --,155.51, --,54.61%,94.90%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,protactic,Eligible,,Broad match,Search,Protactic,MXN,40.00,January 2026,93,997,9.33%,1.32, --,123.09, --,27.48%,87.84%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 mexico,Eligible,,Broad match,Search,5.11,MXN,40.00,October 2021,92,471,19.53%,1.40, --,128.60, --,19.57%,80.22%,1.00,0,128.60, --,1.09%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Eligible,,Broad match,Search,5.11,MXN,40.00,April 2026,92,243,37.86%,2.31, --,212.47, --,91.19%,99.37%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda de ropa tactica,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,April 2022,92,693,13.28%,1.59, --,146.01, --,21.63%,51.86%,3.00,0,48.67, --,3.26%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,October 2022,92,311,29.58%,1.72, --,157.91, --,80.07%,93.84%,3.00,0,52.64, --,3.26%, --,2770.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,September 2025,92,603,15.26%,3.47, --,319.63, --,61.56%,86.73%,1.00,0,319.63, --,1.09%, --,610.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2024,92,242,38.02%,1.96, --,180.64, --,77.44%,89.74%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,holster,Not eligible,ad group removed,Broad match,Search,Ghost,MXN,15.00,September 2024,92,"1,490",6.17%,4.92, --,452.64, --,13.82%,30.43%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,accesorios tacticos militares,Removed,removed,Broad match,Search,5.11,MXN,0,April 2024,91,"2,314",3.93%,1.85, --,168.17, --,7.14%,19.34%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,November 2022,91,218,41.74%,2.03, --,184.51, --,90.91%,95.76%,4.00,0,46.13, --,4.40%, --,1538.92,MXN
Risk Top Tactical,716-310-8729,holster,Not eligible,ad group removed,Broad match,Search,Ghost,MXN,15.00,October 2024,91,"1,588",5.73%,5.19, --,472.17, --,13.46%,32.32%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,protactic,Eligible,,Broad match,Search,Protactic,MXN,40.00,February 2026,91,938,9.70%,1.52, --,138.02, --,25.90%,84.86%,3.00,0,46.01, --,3.30%, --,2500.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical mexico,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,October 2022,90,624,14.42%,1.12, --,100.85, --,48.24%,69.94%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Eligible,,Phrase match,Ubicaciones,Veracruz,MXN,40.00,March 2026,90,461,19.52%,3.14, --,282.56, --,64.73%,85.27%,14.00,0,20.18, --,15.56%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,August 2022,90,194,46.39%,1.78, --,159.75, --,89.68%,96.77%,3.00,0,53.25, --,3.33%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,December 2024,89,458,19.43%,0.77, --,68.23, --,44.68%,65.96%,2.00,0,34.11, --,2.25%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,October 2022,89,222,40.09%,2.02, --,180.13, --,83.14%,87.21%,1.00,0,180.13, --,1.12%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,November 2022,89,255,34.90%,1.83, --,162.96, --,71.11%,92.44%,1.00,0,162.96, --,1.12%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,April 2023,89,276,32.25%,1.65, --,146.87, --,63.04%,84.35%,3.00,0,48.96, --,3.37%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,March 2025,89,271,32.84%,1.33, --,118.81, --,53.14%,62.32%,1.00,0,118.81, --,1.12%, --,0.00,MXN
Risk Top Tactical,716-310-8729,risk top tactical,Eligible,,Broad match,Search,Risk,MXN,15.00,September 2025,89,172,51.74%,3.67, --,326.61, --,87.59%,97.08%,1.31,0,249.19, --,1.47%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 store,Removed,removed,Broad match,Search,5.11,MXN,0,August 2025,88,908,9.69%,2.11, --,186.01, --,37.44%,80.09%,1.02,0,181.76, --,1.16%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 mexico,Removed,removed,Exact match,Ubicaciones,CDMX,MXN,0,March 2021,88,269,32.71%,2.58, --,226.79, --,40.46%,85.11%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 cdmx,Removed,removed,Broad match,Ubicaciones,CDMX,MXN,0,April 2025,88,699,12.59%,1.12, --,98.90, --,26.38%,49.28%,2.00,0,49.45, --,2.27%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,February 2025,88,626,14.06%,2.01, --,176.85, --,31.97%,44.51%,4.60,0,38.45, --,5.23%, --,3649.00,MXN
Risk Top Tactical,716-310-8729,risk 5.11,Eligible,,Broad match,Search,Risk,MXN,15.00,January 2026,88,151,58.28%,1.50, --,132.14, --,87.90%,97.58%,1.00,0,132.14, --,1.14%, --,0.00,MXN
Risk Top Tactical,716-310-8729,catalogo 5.11,Removed,removed,Broad match,Search,5.11,MXN,0,August 2021,87,475,18.32%,1.57, --,136.82, --,31.67%,75.79%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 cerca de mi,Eligible,,Broad match,Search,5.11,MXN,40.00,February 2026,87,244,35.66%,1.26, --,109.48, --,55.56%,100.00%,2.00,0,54.74, --,2.30%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11,Removed,removed; ad group removed,Exact match,Ubicaciones,5.11,MXN,0,May 2021,87,309,28.16%,2.09, --,181.40, --,36.08%,94.16%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tactical mexico,Not eligible,ad group removed,Broad match,Ubicaciones,5.11,MXN,15.00,October 2022,87,531,16.38%,0.82, --,71.30, --,58.02%,82.86%,1.00,0,71.30, --,1.15%, --,358.00,MXN
Risk Top Tactical,716-310-8729,5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,April 2025,87,957,9.09%,1.34, --,116.61, --,33.01%,58.80%,4.00,0,29.15, --,4.60%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,October 2021,87,219,39.73%,2.64, --,229.50, --,75.16%,85.71%,3.00,0,76.50, --,3.45%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,December 2024,87,166,52.41%,1.37, --,119.18, --,75.74%,85.29%,2.50,0,47.67, --,2.87%, --,1695.76,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 puebla,Removed,removed,Broad match,Ubicaciones,Puebla,MXN,0,January 2025,87,247,35.22%,1.36, --,118.33, --,58.38%,75.63%,1.00,0,118.33, --,1.15%, --,0.00,MXN
