Search keyword
All time
Account name,Customer ID,Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Month,Clicks,Impr.,CTR,Avg. CPC,Avg. CPC (Converted currency),Cost,Cost (Converted currency),Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Cost / conv. (Converted currency),Conv. rate,Avg. CPM (Converted currency),Revenue,Converted currency code
Risk Top Tactical,716-310-8729,511 cdmx,Eligible,,Phrase match,Ubicaciones,CDMX,MXN,40.00,December 2025,1,6,16.67%,11.39, --,11.39, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,December 2023,1,2,50.00%,6.36, --,6.36, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,June 2025,1,2,50.00%,1.00, --,1.00, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,June 2021,1,3,33.33%,1.33, --,1.33, --,0.00%,66.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,November 2021,1,1,100.00%,2.07, --,2.07, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,November 2023,1,6,16.67%,11.04, --,11.04, --,83.33%,83.33%,0.00,0,0, --,0.00%, --,3110.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,December 2023,1,2,50.00%,4.97, --,4.97, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,January 2024,1,4,25.00%,0.48, --,0.48, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,June 2024,1,2,50.00%,0.19, --,0.19, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,November 2024,1,4,25.00%,1.55, --,1.55, --,75.00%,75.00%,1.00,0,1.55, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,September 2025,1,3,33.33%,3.29, --,3.29, --,66.67%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 merida,Eligible,,Phrase match,Ubicaciones,Merida,MXN,40.00,December 2025,1,2,50.00%,0.76, --,0.76, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,July 2022,1,7,14.29%,0.13, --,0.13, --,100.00%,100.00%,1.00,0,0.13, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,July 2023,1,2,50.00%,3.38, --,3.38, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,August 2024,1,1,100.00%,0.40, --,0.40, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,October 2024,1,1,100.00%,0.07, --,0.07, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,November 2024,1,2,50.00%,7.08, --,7.08, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,July 2025,1,4,25.00%,0.02, --,0.02, --,0,0,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Removed,removed,Broad match,Ubicaciones,Merida,MXN,0,December 2025,1,1,100.00%,0.60, --,0.60, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 merida,Eligible,,Phrase match,Ubicaciones,Merida,MXN,40.00,January 2026,1,2,50.00%,2.09, --,2.09, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,December 2023,1,1,100.00%,0.65, --,0.65, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,April 2024,1,1,100.00%,0.25, --,0.25, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,November 2024,1,3,33.33%,0.01, --,0.01, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,December 2024,1,1,100.00%,1.63, --,1.63, --,100.00%,100.00%,1.00,0,1.63, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,January 2025,1,2,50.00%,13.75, --,13.75, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,April 2025,1,4,25.00%,0.42, --,0.42, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Removed,removed,Exact match,Ubicaciones,Tuxtla,MXN,0,November 2020,1,1,100.00%,0.54, --,0.54, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 tuxtla,Eligible,,Phrase match,Ubicaciones,Tuxtla,MXN,40.00,May 2024,1,1,100.00%,0.25, --,0.25, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,February 2024,1,2,50.00%,6.96, --,6.96, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 tuxtla,Removed,removed,Broad match,Ubicaciones,Tuxtla,MXN,0,June 2024,1,8,12.50%,0.09, --,0.09, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,March 2024,1,3,33.33%,1.37, --,1.37, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,August 2024,1,6,16.67%,0.07, --,0.07, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,November 2024,1,1,100.00%,0.07, --,0.07, --,100.00%,100.00%,1.00,0,0.07, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,February 2025,1,2,50.00%,1.07, --,1.07, --,50.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Exact match,Ubicaciones,Chetumal,MXN,0,November 2020,1,2,50.00%,3.61, --,3.61, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Removed,removed,Exact match,Ubicaciones,Chetumal,MXN,0,January 2021,1,2,50.00%,2.31, --,2.31, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,November 2023,1,1,100.00%,1.39, --,1.39, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,November 2025,1,5,20.00%,0.87, --,0.87, --,40.00%,80.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 chetumal,Eligible,,Phrase match,Ubicaciones,Chetumal,MXN,40.00,April 2026,1,3,33.33%,0.07, --,0.07, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,July 2023,1,1,100.00%,1.11, --,1.11, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,August 2023,1,1,100.00%,3.13, --,3.13, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,May 2024,1,2,50.00%,0.09, --,0.09, --,50.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,April 2025,1,2,50.00%,3.42, --,3.42, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 chetumal,Removed,removed,Broad match,Ubicaciones,Chetumal,MXN,0,May 2025,1,1,100.00%,3.69, --,3.69, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 villahermosa,Removed,removed,Exact match,Ubicaciones,Villahermosa,MXN,0,June 2021,1,1,100.00%,0.63, --,0.63, --,0.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,April 2024,1,4,25.00%,0.09, --,0.09, --,25.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,January 2025,1,6,16.67%,1.71, --,1.71, --,60.00%,80.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Removed,removed,Broad match,Ubicaciones,Villahermosa,MXN,0,July 2025,1,3,33.33%,1.78, --,1.78, --,50.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Eligible,,Phrase match,Ubicaciones,Villahermosa,MXN,40.00,May 2024,1,1,100.00%,0.09, --,0.09, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 villahermosa,Eligible,,Phrase match,Ubicaciones,Villahermosa,MXN,40.00,March 2026,1,7,14.29%,1.80, --,1.80, --,50.00%,50.00%,1.00,0,1.80, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 villahermosa,Eligible,,Phrase match,Ubicaciones,Villahermosa,MXN,40.00,January 2026,1,5,20.00%,2.25, --,2.25, --,40.00%,80.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,September 2020,1,2,50.00%,0.40, --,0.40, --,0.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,February 2022,1,4,25.00%,1.22, --,1.22, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,April 2023,1,1,100.00%,1.86, --,1.86, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,November 2025,1,9,11.11%,3.23, --,3.23, --,55.56%,55.56%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Exact match,Ubicaciones,Veracruz,MXN,0,November 2020,1,1,100.00%,4.71, --,4.71, --,100.00%,100.00%,0.00,0,0, --,0, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 veracruz,Removed,removed,Exact match,Ubicaciones,Veracruz,MXN,0,June 2021,1,3,33.33%,2.86, --,2.86, --,66.67%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,May 2024,1,4,25.00%,0.09, --,0.09, --,75.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,July 2022,1,2,50.00%,0.13, --,0.13, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,October 2023,1,1,100.00%,1.72, --,1.72, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Removed,removed,Broad match,Ubicaciones,Veracruz,MXN,0,February 2024,1,2,50.00%,0.25, --,0.25, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 veracruz,Eligible,,Phrase match,Ubicaciones,Veracruz,MXN,40.00,December 2025,1,1,100.00%,0.83, --,0.83, --,0,0,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,December 2025,1,6,16.67%,0.46, --,0.46, --,40.00%,40.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,May 2024,1,1,100.00%,5.82, --,5.82, --,0.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,September 2024,1,3,33.33%,0.12, --,0.12, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,March 2025,1,6,16.67%,0.15, --,0.15, --,66.67%,66.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,May 2025,1,2,50.00%,6.75, --,6.75, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,October 2025,1,4,25.00%,4.72, --,4.72, --,75.00%,100.00%,1.00,0,4.72, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,August 2023,1,1,100.00%,3.12, --,3.12, --,0.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,September 2023,1,4,25.00%,0.16, --,0.16, --,75.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,November 2023,1,3,33.33%,0.83, --,0.83, --,33.33%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,May 2024,1,1,100.00%,1.87, --,1.87, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,July 2024,1,2,50.00%,2.53, --,2.53, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,September 2024,1,1,100.00%,5.18, --,5.18, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Removed,removed,Broad match,Ubicaciones,Queretaro,MXN,0,November 2024,1,1,100.00%,0.07, --,0.07, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 queretaro,Eligible,,Phrase match,Ubicaciones,Queretaro,MXN,40.00,May 2024,1,3,33.33%,0.46, --,0.46, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,June 2021,1,8,12.50%,5.40, --,5.40, --,12.50%,62.50%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,June 2023,1,2,50.00%,3.38, --,3.38, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,October 2023,1,6,16.67%,0.92, --,0.92, --,40.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,August 2025,1,4,25.00%,0.88, --,0.88, --,33.33%,33.33%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tienda 5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,December 2025,1,1,100.00%,0.24, --,0.24, --,0,0,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,June 2023,1,7,14.29%,1.88, --,1.88, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,February 2024,1,6,16.67%,0.69, --,0.69, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2024,1,6,16.67%,4.35, --,4.35, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,August 2025,1,48,2.08%,1.80, --,1.80, --,43.75%,68.75%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,November 2025,1,20,5.00%,0.85, --,0.85, --,33.33%,66.67%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,May 2024,1,2,50.00%,0.46, --,0.46, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,5.11 tactical monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,December 2025,1,5,20.00%,0.73, --,0.73, --,100.00%,100.00%,1.00,0,0.73, --,100.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,productos tacticos monterrey,Removed,removed,Broad match,Ubicaciones,Monterrey,MXN,0,March 2024,1,28,3.57%,0.93, --,0.93, --,7.69%,23.08%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,511 monterrey,Eligible,,Phrase match,Ubicaciones,Monterrey,MXN,40.00,December 2025,1,3,33.33%,1.27, --,1.27, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos antibalas,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,October 2023,1,33,3.03%,0.93, --,0.93, --,4.17%,25.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos balisticos,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,September 2023,1,9,11.11%,2.08, --,2.08, --,11.11%,22.22%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos balisticos,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,March 2024,1,2,50.00%,10.55, --,10.55, --,0.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos balisticos,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,April 2024,1,2,50.00%,4.05, --,4.05, --,50.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos balisticos,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,September 2024,1,7,14.29%,0.96, --,0.96, --,0.00%,20.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco blindado,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,August 2022,1,9,11.11%,1.39, --,1.39, --,0.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco blindado,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,December 2024,1,4,25.00%,0.23, --,0.23, --,0,0,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco blindado,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,February 2025,1,21,4.76%,0.81, --,0.81, --,0.00%,40.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco blindado,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,April 2025,1,56,1.79%,3.15, --,3.15, --,23.08%,69.23%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,July 2023,1,6,16.67%,1.72, --,1.72, --,25.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,January 2024,1,20,5.00%,1.25, --,1.25, --,6.67%,40.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,March 2024,1,87,1.15%,3.18, --,3.18, --,5.41%,56.76%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,September 2024,1,118,0.85%,4.17, --,4.17, --,7.69%,73.08%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,tipos de chalecos antibalas,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,June 2024,1,66,1.52%,8.83, --,8.83, --,50.00%,78.57%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco a prueba de balas,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,June 2025,1,2,50.00%,2.37, --,2.37, --,100.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco balístico,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,January 2025,1,20,5.00%,0.47, --,0.47, --,0.00%,75.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,March 2023,1,4,25.00%,0.29, --,0.29, --,0.00%,0.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,April 2023,1,3,33.33%,0.47, --,0.47, --,0.00%,0.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,May 2023,1,6,16.67%,0.39, --,0.39, --,0.00%,0.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,September 2024,1,5,20.00%,3.77, --,3.77, --,0.00%,25.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,May 2025,1,30,3.33%,0.07, --,0.07, --,0.00%,100.00%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chaleco antibalas ejecutivo,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,June 2025,1,14,7.14%,0.02, --,0.02, --,28.57%,71.43%,0.00,0,0, --,0.00%, --,0.00,MXN
Risk Top Tactical,716-310-8729,chalecos miguel caballero,Removed,removed; campaign paused,Broad match,Miguel Caballero,chaleco blindado,MXN,0,April 2023,1,9,11.11%,0.56, --,0.56, --,0.00%,50.00%,0.00,0,0, --,0.00%, --,0.00,MXN
